statement_idx	report	page_num	sent_num	statement	confidence	score	split
7295	AR6_WGIII	46	19	Addressing inequality and many forms of status consumption63 and focusing on wellbeing supports climate change mitigation efforts	high	2	train
7296	AR6_WGIII	48	4	CDR methods vary in terms of their maturity, removal process, time scale of carbon storage, storage medium, mitigation potential, cost, co-benefits, impacts and risks, and governance requirements	high	2	train
7297	AR6_WGIII	48	5	Specifically, maturity ranges from lower maturity (e.g., ocean alkalinisation) to higher maturity (e.g., reforestation); removal and storage potential ranges from lower potential (<1 GtCO2 yr–1, e.g., blue carbon management) to higher potential (>3 GtCO2 yr–1, e.g., agroforestry); costs range from lower cost (e.g., USD-45–100 per tCO2 for soil carbon sequestration) to higher cost (e.g., USD100–300 per tCO2 for DACCS)	medium	1	train
7298	AR6_WGIII	48	6	Estimated storage time scales vary from decades to centuries for methods that store carbon in vegetation and through soil carbon management, to 10,000 years or more for methods that store carbon in geological formations	high	2	train
7299	AR6_WGIII	48	8	Afforestation, reforestation, improved forest management, agroforestry and soil carbon sequestration are currently the only widely practiced CDR methods	high	2	train
7300	AR6_WGIII	48	10	Reforestation, improved forest management, soil carbon sequestration, peatland restoration and blue carbon management are examples of methods that can enhance biodiversity and ecosystem functions, employment and local livelihoods, depending on context	high	2	train
7301	AR6_WGIII	48	11	In contrast, afforestation or production of biomass crops for BECCS or biochar, when poorly implemented, can have adverse socio-economic and environmental impacts, including on biodiversity, food and water security, local livelihoods and on the rights of Indigenous Peoples, especially if implemented at large scales and where land tenure is insecure	high	2	train
7302	AR6_WGIII	48	12	Ocean fertilisation, if implemented, could lead to nutrient redistribution, restructuring of ecosystems, enhanced oxygen consumption and acidification in deeper waters	medium	1	train
7303	AR6_WGIII	49	2	The global economic benefit of limiting warming to 2°C is reported to exceed the cost of mitigation in most of the assessed literature	medium	1	train
7304	AR6_WGIII	49	12	The corresponding reductions in average annual global GDP growth over 2020–2050, in percentage points, are as follows: 0.09–0.14 (C1), 0.05–0.09 (C2), 0.03–0.07 (C4), 0.02–0.04 (C5).66 There are large variations in the modelled effects of mitigation on GDP across regions, depending notably on economic structure, regional emissions reductions, policy design and level of international cooperation67	high	2	train
7305	AR6_WGIII	49	13	Country-level studies also show large variations in the effect of mitigation on GDP depending notably on the level of mitigation and on the way it is achieved	high	2	train
7306	AR6_WGIII	49	14	Macroeconomic implications of mitigation co-benefits and trade-offs are not quantified comprehensively across the above scenarios and depend strongly on mitigation strategies	high	2	train
7307	AR6_WGIII	49	16	Models that incorporate the economic damages from climate change find that the global cost of limiting warming to 2°C over the 21st century is lower than the global economic benefits of reducing warming, unless: (i) climate damages are towards the low end of the range; or, (ii) future damages are discounted at high rates (medium confidence).68 Modelled pathways with a peak in global emissions between now and 2025 at the latest, compared to modelled pathways with a later peak in global emissions, entail more rapid near-term transitions and higher up-front investments, but bring long-term gains for the economy, as well as earlier benefits of avoided climate change impacts	high	2	train
7308	AR6_WGIII	52	14	Electrification combined with low-GHG energy, and shifts to public transport can enhance health, employment, and can elicit energy security and deliver equity	high	2	train
7309	AR6_WGIII	52	16	However, some industrial options could impose high costs	medium	1	train
7310	AR6_WGIII	54	12	Limited economic, social and institutional resources often result in high vulnerability and low adaptive capacity, especially in developing countries	medium	1	train
7311	AR6_WGIII	54	14	However, land and aquatic ecosystems can be adversely affected by some mitigation actions, depending on their implementation	medium	1	train
7312	AR6_WGIII	54	15	Coordinated cross-sectoral policies and planning can maximise synergies and avoid or reduce trade-offs between mitigation and adaptation	high	2	train
7313	AR6_WGIII	54	17	These options can also reduce flood risks, pressure on urban sewer systems, urban heat island effects, and can deliver health benefits from reduced air pollution	high	2	train
7314	AR6_WGIII	54	19	For example, increasing urban density to reduce travel demand, could imply high vulnerability to heat waves and flooding	high	2	train
7315	AR6_WGIII	54	28	Absence or limited resources in social and institutional systems can lead to poorly coordinated responses, thus reducing the potential for maximising mitigation and adaptation benefits, and increasing risk	high	2	train
7316	AR6_WGIII	55	12	Applying just transition principles and implementing them through collective and participatory decision-making processes is an effective way of integrating equity principles into policies at all scales, in different ways depending on national circumstances	medium	1	train
7317	AR6_WGIII	55	14	A multitude of actors, networks, and movements are engaged	high	2	train
7318	AR6_WGIII	55	16	The consideration of ethics and equity can help address the uneven distribution of adverse impacts associated with 1.5°C and higher levels of global warming, in all societies	high	2	train
7319	AR6_WGIII	55	17	Consideration of climate justice can help to facilitate shifting development pathways towards sustainability, including through equitable sharing of benefits and burdens of mitigation, increasing resilience to the impacts of climate change, especially for vulnerable countries and communities, and equitably supporting those in need	high	2	train
7320	AR6_WGIII	56	13	This enables deployment in many regions	high	2	train
7321	AR6_WGIII	56	14	While many mitigation options have environmental co-benefits, including improved air quality and reducing toxic waste, many also have adverse environmental impacts, such as reduced biodiversity, when applied at very large scale, for example very large scale bioenergy or large scale use of battery storage, that would have to be managed	medium	1	train
7322	AR6_WGIII	56	15	Almost all mitigation options face institutional barriers that need to be addressed to enable their application at scale	medium	1	train
7323	AR6_WGIII	56	22	Strengthened and coordinated near-term actions in cost-effective modelled global pathways that limit warming to 2°C (>67%) or lower, reduce the overall risks to the feasibility of the system transitions, compared to modelled pathways with relatively delayed or uncoordinated action.73	high	2	train
7324	AR6_WGIII	57	1	Policies that shift development pathways towards sustainability can broaden the portfolio of available mitigation responses, and enable the pursuit of synergies with development objectives	medium	1	train
7325	AR6_WGIII	57	2	Actions can be taken now to shift development pathways and accelerate mitigation and transitions across systems	high	2	train
7326	AR6_WGIII	57	4	Choices made by policymakers, citizens, the private sector and other stakeholders influence societies’ development pathways	high	2	train
7327	AR6_WGIII	57	5	Actions that steer, for example, energy and land systems transitions, economy-wide structural change, and behaviour change, can shift development pathways towards sustainability74	medium	1	train
7328	AR6_WGIII	57	7	It can also facilitate the combination of mitigation and other development goals	high	2	train
7329	AR6_WGIII	57	8	For example, measures promoting walkable urban areas combined with electrification and renewable energy can create health co-benefits from cleaner air and benefits from enhanced mobility	high	2	train
7330	AR6_WGIII	57	9	Coordinated housing policies that broaden relocation options can make mitigation measures in transport more effective	medium	1	train
7331	AR6_WGIII	57	13	In some situations, such as with innovation in technology at an early stage of development and some changes in behaviour towards low emissions, because the enabling conditions may take time to be established, action in the near term can yield accelerated mitigation in the mid-term	medium	1	train
7332	AR6_WGIII	57	14	In other situations, the enabling conditions can be put in place and yield results in a relatively short time frame, for example the provision of energy related information, advice and feedback to promote energy saving behaviour	high	2	train
7333	AR6_WGIII	57	16	Climate governance is most effective when it integrates across multiple policy domains, helps realise synergies and minimise trade-offs, and connects national and sub-national policymaking levels	high	2	train
7334	AR6_WGIII	57	17	Effective and equitable climate governance builds on engagement with civil society actors, political actors, businesses, youth, labour, media, Indigenous Peoples and local communities	medium	1	train
7335	AR6_WGIII	57	19	These functions can be promoted by climate-relevant laws, which are growing in number, or climate strategies, among others, based on national and sub-national context	medium	1	train
7336	AR6_WGIII	57	20	Framework laws set an overarching legal basis, either operating through a target and implementation approach, or a sectoral mainstreaming approach, or both, depending on national circumstance	medium	1	train
7337	AR6_WGIII	57	21	Direct national and sub-national laws that explicitly target mitigation and indirect laws that impact emissions through mitigation-related policy domains have both been shown to be relevant to mitigation outcomes	medium	1	train
7338	AR6_WGIII	58	2	Complementary sub-national institutions tailor mitigation actions to local context and enable experimentation but can be limited by inequities and resource and capacity constraints	high	2	train
7339	AR6_WGIII	58	3	Effective governance requires adequate institutional capacity at all levels	high	2	train
7340	AR6_WGIII	58	10	These instruments could support deep emissions reductions and stimulate innovation if scaled up and applied more widely	high	2	train
7341	AR6_WGIII	58	11	Policy packages that enable innovation and build capacity are better able to support a shift towards equitable low-emission futures than are individual policies	high	2	train
7342	AR6_WGIII	58	12	Economy-wide packages, consistent with national circumstances, can meet short-term economic goals while reducing emissions and shifting development pathways towards sustainability	medium	1	train
7343	AR6_WGIII	58	14	These instruments, and broad-based approaches including relevant economic instruments,75 are complementary	high	2	train
7344	AR6_WGIII	58	15	Regulatory instruments that are designed to be implemented with flexibility mechanisms can reduce costs	medium	1	train
7345	AR6_WGIII	58	16	Scaling up and enhancing the use of regulatory instruments, consistent with national circumstances, could improve mitigation outcomes in sectoral applications, including but not limited to renewable energy, land use and zoning, building codes, vehicle and energy efficiency, fuel standards, and low-emissions industrial processes and materials	high	2	train
7346	AR6_WGIII	58	18	Where implemented, carbon pricing instruments have incentivised low-cost emissions reduction measures, but have been less effective, on their own and at prevailing prices during the assessment period, in promoting the higher-cost measures necessary for further reductions	medium	1	train
7347	AR6_WGIII	58	19	Equity and distributional impacts of such carbon pricing instruments can be addressed by using revenue from carbon taxes or emissions trading to support low-income households, among other approaches	high	2	train
7348	AR6_WGIII	58	20	Practical experience has informed instrument design and helped to improve predictability, environmental effectiveness, economic efficiency, distributional goals and social acceptance	high	2	train
7349	AR6_WGIII	58	21	Removing fossil fuel subsidies would reduce emissions, improve public revenue and macroeconomic performance, and yield other environmental and sustainable development benefits; subsidy removal may have adverse distributional impacts especially on the most economically vulnerable groups which, in some cases can be mitigated by measures such as redistributing revenue saved, all of which depend on national circumstances (high confidence); fossil fuel subsidy removal is projected by various studies to reduce global CO2 emissions by 1–4%, and GHG emissions by up to 10% by 2030, varying across regions	medium	1	train
7350	AR6_WGIII	59	4	They can meet short-term economic goals while reducing emissions and shifting development pathways towards sustainability	medium	1	train
7351	AR6_WGIII	59	5	Infrastructure investments can be designed to promote low-emissions futures that meet development needs	medium	1	train
7352	AR6_WGIII	59	7	There is no consistent evidence that current emission trading systems have led to significant emissions leakage, which can be attributed to design features aimed at minimising competitiveness effects, among other reasons	medium	1	train
7353	AR6_WGIII	59	10	Scaling up mitigation financial flows can be supported by clear policy choices and signals from governments and the international community	high	2	train
7354	AR6_WGIII	59	11	Accelerated international financial cooperation is a critical enabler of low-GHG and just transitions, and can address inequities in access to finance and the costs of, and vulnerability to, the impacts of climate change	high	2	train
7355	AR6_WGIII	59	13	Mitigation investment gaps are wide for all sectors, and widest for the AFOLU sector in relative terms and for developing countries76	high	2	train
7356	AR6_WGIII	59	14	Financing and investment requirements for adaptation, reduction of losses and damages, general infrastructure, regulatory environment and capacity building, and climate-responsive social protection further exacerbate the magnitude of the challenges for developing countries to attract financing	high	2	train
7357	AR6_WGIII	59	16	Barriers to the deployment of commercial finance from within the financial sector as well as macroeconomic considerations include: inadequate assessment of climate-related risks and investment opportunities; regional mismatch between available capital and investment needs; home bias factors; country indebtedness levels; economic vulnerability; and limited institutional capacities	high	2	train
7358	AR6_WGIII	59	19	Scaled-up public grants for mitigation and adaptation funding for vulnerable regions, especially in Sub-Saharan Africa, would be cost-effective and have high social returns in terms of access to basic energy	high	2	train
7359	AR6_WGIII	60	1	A coordinated effort to make the post-pandemic recovery sustainable and increased flows of financing over the next decade can accelerate climate action, including in developing regions and countries facing high debt costs, debt distress and macroeconomic uncertainty	high	2	train
7360	AR6_WGIII	60	11	Challenges in and opportunities to enhance innovation cooperation exist, including in the implementation of elements of the UNFCCC and the Paris Agreement as per the literature assessed, such as in relation to technology development and transfer, and finance	high	2	train
7361	AR6_WGIII	60	12	International cooperation on innovation works best when tailored to specific institutional and capability contexts, when it benefits local value chains, when partners collaborate equitably and on voluntary and mutually agreed terms, when all relevant voices are heard, and when capacity building is an integral part of the effort	medium	1	train
7362	AR6_WGIII	60	13	Support to strengthen technological innovation systems and innovation capabilities, including through financial support in developing countries would enhance engagement in and improve international cooperation on innovation	high	2	train
7363	AR6_WGIII	60	16	Transnational networks of city governments are leading to enhanced ambition and policy development and a growing exchange of experience and best practices	medium	1	train
7364	AR6_WGIII	60	18	Agreements addressing ozone depletion and transboundary air pollution are contributing to mitigation, and in other areas, such as atmospheric emissions of mercury, may contribute to mitigation	high	2	train
7365	AR6_WGIII	60	19	Trade rules have the potential to stimulate international adoption of mitigation technologies and policies, but may also limit countries’ ability to adopt trade-related climate policies	medium	1	train
7366	AR6_WGIII	60	20	Current sectoral levels of ambition vary, with emission reduction aspirations in international aviation and shipping lower than in many other sectors	medium	1	train
7367	AR6_WGIII	70	23	Original INDCs and NDCs refer to those submitted to the UNFCCC in 2015 and 2016.GHG emissions continued to rise to 2019, although the growth of global GHG emissions has slowed over the past decade	high	2	train
7368	AR6_WGIII	71	1	Since 2010, GHG emissions have continued to grow reaching 59 ± 6.6 GtCO 2-eq in 2019,4 but the average annual growth in the last decade (1.3%, 2010–2019) was lower than in the previous decade (2.1%, 2000–2009)	high	2	train
7369	AR6_WGIII	71	2	Average annual GHG emissions were 56 GtCO 2-eq yr –1 for 2010–2019 (the highest decadal average on record) growing by about 9.1 GtCO 2-eq yr –1 from the previous decade (2000–2009)	high	2	train
7370	AR6_WGIII	71	8	The average annual emission levels of the last decade (2010–2019) were higher than in any previous decade for each group of greenhouse gases	high	2	train
7371	AR6_WGIII	72	1	F-gases excluded from GHG emissions inventories such as chlorofluorocarbons and hydrochlorofluorocarbons are about the same size as those included	high	2	train
7372	AR6_WGIII	75	10	Furthermore, for mitigation pathways that limit global warming to 2°C (>67%) or lower, using GWP100 to inform cost-effective abatement choices between gases would achieve such long-term temperature goals at close to least global cost within a few percent	high	2	train
7373	AR6_WGIII	75	15	IFrom a mitigation perspective, this makes these metrics well-suited in principle to estimate the effect on the remaining carbon budget from more, or less, ambitious SLCF mitigation over multiple decades compared to a given reference scenario	high	2	train
7374	AR6_WGIII	77	16	The lifestyle consumption emissions of the middle income and poorest citizens in emerging economies are between five and 50 times below their counterparts in high-income countries	medium	1	train
7375	AR6_WGIII	77	17	Increasing inequality within a country can exacerbate dilemmas of 11 Bookkeeping models and dynamic global vegetation models.redistribution and social cohesion, and affect the willingness of the rich and poor to accept policies to protect the environment, and to accept and afford lifestyle changes that favour mitigation	medium	1	train
7376	AR6_WGIII	77	21	Average annual GHG emissions growth during 2010–2019 slowed compared to the previous decade in energy supply (from 2.3% to 1.0%) and industry (from 3.4% to 1.4%, direct emissions only), but remained roughly constant at about 2% yr –1 in the transport sector	high	2	train
7377	AR6_WGIII	77	22	Emission growth in AFOLU is more uncertain due to the high share of CO 2-LULUCF emissions	medium	1	train
7378	AR6_WGIII	77	24	Accounting for this discrepancy would assist in assessing collective progress in a global stocktake	high	2	train
7379	AR6_WGIII	77	29	The accounting method used will affect the assessment of collective progress in a global stocktake	medium	1	train
7380	AR6_WGIII	77	34	This slowing of growth is attributable to further improvements in energy efficiency and reductions in the carbon intensity of energy supply driven by fuel switching from coal to gas, reduced expansion of coal capacity, particularly in Eastern Asia, and the increased use of renewables	medium	1	train
7381	AR6_WGIII	78	12	Important drivers include technology transfer and cooperation, international policy and financial support, and harnessing synergies among technologies within a sustainable energy system perspective	medium	1	train
7382	AR6_WGIII	78	13	A fast global low-carbon energy transition enabled by finance to facilitate low-carbon technology adoption in developing and particularly in least developed countries can facilitate achieving climate stabilisation targets	high	2	train
7383	AR6_WGIII	79	1	The rapid deployment and unit cost decrease of modular technologies like solar, wind, and batteries have occurred much faster than anticipated by experts and modelled in previous mitigation scenarios, as shown in Figure TS.7	high	2	train
7384	AR6_WGIII	79	4	Emerging evidence since AR5 indicates that small-scale technologies (e.g., solar, batteries) tend to improve faster and be adopted more quickly than large-scale technologies (nuclear, CCS)	medium	1	train
7385	AR6_WGIII	80	2	This compares to overall cumulative net CO 2 emissions until reaching net zero CO 2 of 510 (330–710) GtCO 2 in pathways that limit warming to 1.5°C (>50%) with no or limited overshoot, and 890 (640–1160) GtCO 2 in pathways that limit warming to 2°C (>67%)	high	2	train
7386	AR6_WGIII	80	3	While most future CO 2 emissions from existing and currently planned fossil fuel infrastructure are situated in the power sector, most remaining fossil fuel CO 2 emissions in pathways that limit warming to 2°C (>67%) and below are from non-electric energy – most importantly from the industry and transportation sectors	high	2	train
7387	AR6_WGIII	80	4	Decommissioning and reduced utilisation of existing fossil fuel installations in the power sector as well as cancellation of new installations are required to align future CO 2 emissions from the power sector with projections in these pathways	high	2	train
7388	AR6_WGIII	81	2	While there is considerable literature on country-level mitigation pathways, including but not limited to NDCs, the country distribution of this literature is very unequal	high	2	train
7389	AR6_WGIII	82	1	NDCs with unconditional and conditional elements14 lead to 53 (50–57) and 50 (47–55) GtCO 2-eq, respectively	medium	1	train
7390	AR6_WGIII	82	9	This closes the emission gaps by about one third to 2°C and about 20% to 1.5°C compared to the original NDCs submitted in 2015/16	medium	1	train
7391	AR6_WGIII	82	10	An implementation gap also exists between the projected emissions with ‘current policies’ and the projected emissions resulting from the implementation of the unconditional and conditional elements of NDCs; this is estimated to be around 4 and 7 GtCO 2-eq in 2030, respectively	medium	1	train
7392	AR6_WGIII	82	21	The literature does not adequately include demand-side options and systems analysis, and captures the impact from non-CO 2 GHGs	medium	1	train
7393	AR6_WGIII	82	25	The way countries develop determines their capacity to accelerate mitigation and achieve other sustainable development objectives simultaneously	medium	1	train
7394	AR6_WGIII	86	2	Policies can shift development pathways. There are examples of policies implemented in the pursuit of overall societal development objectives, such as job creation, macroeconomic stability, economic growth, and public health and welfare. In some countries, such policies are framed as part of a Just Transition, however, they can have major influence on mitigative capacity, and hence can be seen as tools to broaden mitigation options	medium	1	test
7395	AR6_WGIII	86	14	Detailed design of mitigation policies is critical for distributional impacts and avoiding lock-in	high	2	train
7396	AR6_WGIII	86	17	To this aim, mobilising a range of policies is preferable to single policy instruments	high	2	train
7397	AR6_WGIII	86	22	Accelerated mitigation and shifting development pathways necessitates both redirecting existing financial flows from high- to low-emissions technologies and systems, and providing additional resources to overcome current financial barriers	high	2	train
7398	AR6_WGIII	86	24	At the national level, public finance for actions promoting sustainable development helps broaden the scope of mitigation	medium	1	train
7399	AR6_WGIII	86	25	Changes in behaviour and lifestyles are important to move beyond mitigation as incremental change, and when supporting shifts to more sustainable development pathways will broaden the scope of mitigation	medium	1	train
7400	AR6_WGIII	86	31	Equity can be an important enabler, increasing the level of ambition for accelerated mitigation	high	2	train
7401	AR6_WGIII	86	33	Transition pathways have distributional consequences such as large changes in employment and economic structure	high	2	train
7402	AR6_WGIII	89	1	Differences between pathways typically represent choices that can steer the system in alternative directions through the selection of different combinations of response options	high	2	train
7403	AR6_WGIII	89	4	The likelihood of limiting warming to 1.5°C with no or limited overshoot has dropped in AR6 WGIII compared to AR6 SR1.5 because global GHG emissions have risen since 2017, leading to higher near-term emissions (2030) and higher cumulative CO 2 emissions until the time of net zero	medium	1	train
7404	AR6_WGIII	89	7	Pathways limiting warming to 2°C (>67%) reach 50% reductions in the 2040s and net zero CO 2 by the 2070s	medium	1	train
7405	AR6_WGIII	90	8	Final energy demand in the absence of any new climate policies is projected to grow to around 480 to 750 EJ yr –1 in 2050 (compared to around 390 EJ yr –1 in 2015)	medium	1	train
7406	AR6_WGIII	90	9	The highest emissions scenarios in the literature result in global warming of >5°C by 2100, based on assumptions of rapid economic growth and pervasive climate policy failures	high	2	train
7407	AR6_WGIII	94	23	Only 30% of the pathways limiting warming to 2°C (>67%) or below reach net zero GHG emissions in the 21st century	high	2	train
7408	AR6_WGIII	94	24	In those pathways reaching net zero GHGs, net zero GHGs is achieved around 10–20 years later than net zero CO 2 is achieved	medium	1	train
7409	AR6_WGIII	94	26	Reaching and sustaining global net zero GHG emissions – when emissions are measured and reported in terms of GWP100 – results in a gradual decline in temperature	high	2	train
7410	AR6_WGIII	94	28	Pathways that limit warming to 1.5°C (>50%) with no or limited overshoot entail CO 2 emissions reductions between 2019 and 2050 of around 77% (31–96%) for energy demand, around 115% (90–167%) for energy supply, and around 148% (94–387%) for AFOLU.16 In pathways that limit warming to 2°C (>67%), projected CO 2 emissions are reduced between 2019 and 2050 by around 49% for energy demand, 97% for energy supply, and 136% for AFOLU	medium	1	train
7411	AR6_WGIII	94	32	In cost-effective mitigation pathways, the energy supply sector typically reaches net zero CO 2 before the economy as a whole, while the demand sectors reach net zero CO 2 later, if ever	high	2	train
7412	AR6_WGIII	97	2	The use of bioenergy can lead to either increased or reduced emissions, depending on the scale of deployment, conversion technology, fuel displaced, and how, and where, the biomass is produced	high	2	train
7413	AR6_WGIII	97	4	CDR deployment in pathways serves multiple purposes: accelerating the pace of emissions reductions, offsetting residual emissions, and creating the option for net negative CO 2 emissions in case temperature reductions need to be achieved in the long term	high	2	train
7414	AR6_WGIII	97	6	CDR through some measures in AFOLU can be maintained for decades but not over the very long term because these sinks will ultimately saturate	high	2	train
7415	AR6_WGIII	97	18	These estimates do not account for the economic benefits of avoided climate change impacts	medium	1	train
7416	AR6_WGIII	97	24	This holds true even without accounting for benefits in other sustainable development dimensions or non-market damages from climate change	medium	1	train
7417	AR6_WGIII	97	28	When aggregate economic benefits from avoided climate change impacts are accounted for, mitigation is a welfare-enhancing strategy	high	2	test
7418	AR6_WGIII	98	1	Delayed global cooperation increases policy costs across regions, especially in those that are relatively carbon intensive at present	high	2	train
7419	AR6_WGIII	98	2	Pathways with uniform carbon values show higher mitigation costs in more carbon-intensive regions, in fossil fuel-exporting regions, and in poorer regions	high	2	train
7420	AR6_WGIII	98	7	Mitigation at the speed and scale required to limit warming to 2°C (>67%) or below implies deep economic and structural changes, thereby raising multiple types of distributional concerns across regions, income classes, and sectors	high	2	train
7421	AR6_WGIII	99	12	Furthermore, avoided impacts for poorer households and poorer countries represent a smaller share in aggregate quantifications expressed in GDP terms or monetary terms, compared to their influence on well-being and welfare	high	2	train
7422	AR6_WGIII	100	1	However, emerging evidence suggests that, even without accounting for co-benefits of mitigation on other sustainable development dimensions, the global benefits of pathways limiting warming to 2°C (>67%) outweigh global mitigation costs over the 21st century	medium	1	train
7423	AR6_WGIII	101	3	TS.5.1 Energy A broad-based approach to deploying energy-sector mitigation options can reduce emissions over the next ten years and set the stage for still deeper reductions beyond 2030	high	2	train
7424	AR6_WGIII	101	8	In scenarios limiting warming to 1.5°C with no or limited overshoot (likely below 2°C), net electricity sector CO 2 emissions reach zero globally between 2045 and 2055 (2050 and 2080)	high	2	train
7425	AR6_WGIII	101	10	This includes reduced fossil fuel consumption, increased production from low- and zero-carbon energy sources, and increased use of electricity and alternative energy carriers	high	2	train
7426	AR6_WGIII	102	24	The impacts, however, are uncertain, particularly at the regional scale	high	2	train
7427	AR6_WGIII	104	9	Multiple energy supply options are available to reduce emissions over the next decade	high	2	train
7428	AR6_WGIII	104	14	It will not be possible to widely deploy all of these and other options without efforts to address the geophysical, environmental-ecological, economic, technological, socio-cultural, and institutional factors that can facilitate or hinder their implementation	high	2	train
7429	AR6_WGIII	104	17	Energy systems can be integrated across district, regional, national, and international scales	high	2	train
7430	AR6_WGIII	106	3	Energy-sector mitigation and efforts to achieve SDGs generally support one another, though there are important region- specific exceptions	high	2	train
7431	AR6_WGIII	106	7	Advances in low-carbon energy resources and carriers such as next-generation biofuels, hydrogen produced from electrolysis, synthetic fuels, and carbon-neutral ammonia would substantially improve the economics of net zero energy systems	medium	1	train
7432	AR6_WGIII	106	10	For most regions, per-capita urban emissions are lower than per-capita national emissions (excluding aviation, shipping and biogenic sources)	very high	3	test
7433	AR6_WGIII	106	15	However, urbanisation can result in increased global GHG emissions through emissions outside the city’s boundaries	very high	3	train
7434	AR6_WGIII	106	19	In 2015, urban emissions were estimated to be 25GtCO 2-eq (about 62% of the global share) and in 2020 were 29 GtCO 2-eq (67–72% of the global share).21 Around 100 of the highest-emitting urban areas account for approximately 18% of the global carbon footprint	high	2	train
7435	AR6_WGIII	106	22	For 2000 to 2015, the urban emissions share increased from 28% to 38% in Africa, from 46% to 54% in Asia and Pacific, from 62% to 72% in Developed Countries, from 57% to 62% in Eastern Europe and West Central Asia, from 55% to 66% in Latin America and Caribbean, and from 68% to 69% in the Middle East	high	2	train
7436	AR6_WGIII	108	4	Under a scenario with aggressive but not immediate urban mitigation policies to limit global warming to 2°C (>67%) (low emissions, SSP1-2.6), urban emissions could reach 17 GtCO 2-eq in 2050.23 (Figure TS.13) {8.3.4} Urban land areas could triple between 2015 and 2050, with significant implications for future carbon lock-in	medium	1	train
7437	AR6_WGIII	109	11	Three broad mitigation strategies have been found to be effective in reducing emissions when implemented concurrently: (i) reducing or changing urban energy and material use towards more sustainable production and consumption across all sectors, including through compact and efficient urban forms and supporting infrastructure; (ii) electrification and switching to low-carbon energy sources; and (iii) enhancing carbon uptake and storage in the urban environment	high	2	train
7438	AR6_WGIII	109	24	New and emerging cities will have significant infrastructure development needs to achieve high quality of life, which can be met through energy-efficient infrastructures and services, and people-centred urban design	high	2	train
7439	AR6_WGIII	110	11	Transport-related emissions in developing regions of the world have increased more rapidly than in Europe or North America, a trend that is expected to continue in coming decades	high	2	train
7440	AR6_WGIII	110	32	These same technologies and expanded use of available electric rail systems can support rail decarbonisation	medium	1	train
7441	AR6_WGIII	111	3	Increased capacity for low-carbon hydrogen production would also be essential for hydrogen-based fuels to serve as an emissions reduction strategy	high	2	train
7442	AR6_WGIII	111	5	Increased efficiency has been insufficient to limit the emissions from shipping and aviation, and natural gas-based fuels are expected to be inadequate to meet stringent decarbonisation goals for these segments	high	2	train
7443	AR6_WGIII	111	7	Advanced biofuels could provide low-carbon jet fuel	medium	1	test
7444	AR6_WGIII	111	8	The production of synthetic fuels using low-carbon hydrogen with CO2 captured through DACCS/BECCS could provide jet and marine fuels but these options still require demonstration at scale	low	0	test
7445	AR6_WGIII	111	9	Ammonia produced with low-carbon hydrogen could also serve as a marine fuel	medium	1	train
7446	AR6_WGIII	111	12	The scenarios literature projects continued growth in demand for freight and passenger services, particularly in developing countries in Africa and Asia	high	2	train
7447	AR6_WGIII	111	15	While many global scenarios place greater reliance on emissions reduction in sectors other than transport, a quarter of the 1.5°C scenarios describe transport-related CO 2 emissions reductions in excess of 68% (relative to modelled 2020 levels)	medium	1	train
7448	AR6_WGIII	111	33	Given the high degree of potential recyclability of lithium-ion batteries, a nearly closed-loop system in the future could mitigate concerns about critical mineral issues	medium	1	train
7449	AR6_WGIII	112	1	Of this, 57% (6.8 GtCO 2-eq) were indirect emissions from off-site generation of electricity and heat, 24% (2.9 GtCO 2-eq) were direct emissions produced on-site and 18% (2.2 GtCO 2-eq) were embodied emissions from the production of cement and steel used in buildings	high	2	train
7450	AR6_WGIII	113	1	Sufficiency measures tackle the causes of GHG emissions by limiting the demand for energy and materials over the lifecycle of buildings and appliances	high	2	train
7451	AR6_WGIII	113	6	Density, compacity, bioclimatic design to optimise the use of nature-based solutions, multi-functionality of space through shared space and to allow for adjusting the size of buildings to the evolving needs of households, circular use of materials and repurposing unused existing buildings to avoid using virgin materials, optimisation of the use of buildings through lifestyle changes, use of the thermal mass of buildings to reduce thermal needs, and moving from ownership to usership of appliances, are among the sufficiency interventions implemented in leading municipalities	high	2	train
7452	AR6_WGIII	113	7	At a global level, up to 17% of the mitigation potential in the buildings sector could be captured by 2050 through sufficiency interventions	medium	1	train
7453	AR6_WGIII	113	9	The construction of high-performance buildings is expected to become a business-as- usual technology by 2050 with costs below USD20 tCO 2–1 in developed countries and below USD100 tCO 2–1 in developing countries	medium	1	train
7454	AR6_WGIII	113	11	However, for the whole building stock they tend to be in cost intervals of USD–200 tCO 2–1 and >USD200 tCO 2–1	medium	1	train
7455	AR6_WGIII	113	12	Literature emphasises the critical role of the 2020–2030 decade in accelerating the learning of know-how and skills to reduce the costs and remove feasibility constraints for achieving high-efficiency buildings at scale and set the sector on the pathway to realise its full potential	high	2	train
7456	AR6_WGIII	113	15	The complementarity and interdependency of measures leads to cost reductions, while optimising the mitigation potential achieved and avoiding the lock-in-effect	medium	1	train
7457	AR6_WGIII	115	1	The lack of institutional capacity, especially in developing countries, and appropriate governance structures slow down the decarbonisation of the global building stock	medium	1	train
7458	AR6_WGIII	115	6	However, this is not enough by far to close the investment gap	high	2	train
7459	AR6_WGIII	115	8	Building energy codes represent the main regulatory instrument to reduce emissions from both new and existing buildings	high	2	train
